Borough,Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
Bronx,Ethnicity,White,2006,6 year June,637,489,76.8,419,65.8,85.7,254,39.9,51.9,165,25.9,33.7,70,11,14.3,31,4.9,90,14.1,18,2.8,9,1.4
Bronx,Ethnicity,White,2005,6 year June,653,483,74.0,389,59.6,80.5,247,37.8,51.1,142,21.7,29.4,94,14.4,19.5,37,5.7,95,14.5,26,4,12,1.8
Bronx,Ethnicity,White,2004,6 year June,687,528,76.9,407,59.2,77.1,276,40.2,52.3,131,19.1,24.8,121,17.6,22.9,37,5.4,102,14.8,18,2.6,1,0.1
Bronx,Ethnicity,White,2003,6 year June,649,477,73.5,367,56.5,76.9,238,36.7,49.9,129,19.9,27,110,16.9,23.1,34,5.2,108,16.6,24,3.7,6,0.9
Bronx,Ethnicity,White,2002,6 year June,696,535,76.9,394,56.6,73.6,269,38.6,50.3,125,18,23.4,143,20.5,26.7,25,3.6,105,15.1,17,2.4,10,1.4
Bronx,Ethnicity,White,2001,6 year June,756,557,73.7,393,52.0,70.6,282,37.3,50.6,111,14.7,19.9,165,21.8,29.6,26,3.4,138,18.3,34,4.5,1,0.1
Brooklyn,Ethnicity,Asian,2013,4 year August,3474,3013,86.7,2943,84.7,97.7,1770,50.9,58.7,1173,33.8,38.9,70,2,2.3,295,8.5,150,4.3,6,0.2,10,0.3
Brooklyn,Ethnicity,Asian,2012,4 year August,3423,2889,84.4,2844,83.1,98.4,1745,51.0,60.4,1099,32.1,38,45,1.3,1.6,351,10.3,163,4.8,8,0.2,11,0.3
Brooklyn,Ethnicity,Asian,2011,4 year August,3514,2952,84.0,2922,83.2,99.0,1743,49.6,59,1179,33.6,39.9,30,0.9,1,388,11,152,4.3,15,0.4,7,0.2
Brooklyn,Ethnicity,Asian,2010,4 year August,3567,2892,81.1,2855,80.0,98.7,1718,48.2,59.4,1137,31.9,39.3,37,1,1.3,444,12.4,216,6.1,7,0.2,6,0.2
Brooklyn,Ethnicity,Asian,2009,4 year August,3611,2853,79.0,2823,78.2,98.9,1705,47.2,59.8,1118,31,39.2,30,0.8,1.1,496,13.7,242,6.7,12,0.3,8,0.2
Brooklyn,Ethnicity,Asian,2008,4 year August,3342,2697,80.7,2669,79.9,99.0,1619,48.4,60,1050,31.4,38.9,28,0.8,1,418,12.5,207,6.2,12,0.4,8,0.2
Brooklyn,Ethnicity,Asian,2007,4 year August,3083,2518,81.7,2392,77.6,95.0,1466,47.6,58.2,926,30,36.8,126,4.1,5,328,10.6,209,6.8,12,0.4,15,0.5
Brooklyn,Ethnicity,Asian,2006,4 year August,2949,2413,81.8,2265,76.8,93.9,1460,49.5,60.5,805,27.3,33.4,148,5,6.1,316,10.7,189,6.4,12,0.4,19,0.6
Brooklyn,Ethnicity,Asian,2005,4 year August,2954,2276,77.0,2052,69.5,90.2,1327,44.9,58.3,725,24.5,31.9,224,7.6,9.8,429,14.5,214,7.2,14,0.5,21,0.7
Brooklyn,Ethnicity,Asian,2013,4 year June,3474,2894,83.3,2835,81.6,98.0,1758,50.6,60.7,1077,31,37.2,59,1.7,2,414,11.9,150,4.3,6,0.2,10,0.3
Brooklyn,Ethnicity,Asian,2012,4 year June,3423,2781,81.2,2749,80.3,98.8,1734,50.7,62.4,1015,29.7,36.5,32,0.9,1.2,458,13.4,163,4.8,9,0.3,11,0.3
Brooklyn,Ethnicity,Asian,2011,4 year June,3514,2847,81.0,2818,80.2,99.0,1723,49.0,60.5,1095,31.2,38.5,29,0.8,1,493,14,152,4.3,15,0.4,7,0.2
Brooklyn,Ethnicity,Asian,2010,4 year June,3567,2761,77.4,2735,76.7,99.1,1690,47.4,61.2,1045,29.3,37.8,26,0.7,0.9,575,16.1,216,6.1,7,0.2,6,0.2
Brooklyn,Ethnicity,Asian,2009,4 year June,3611,2690,74.5,2663,73.7,99.0,1676,46.4,62.3,987,27.3,36.7,27,0.7,1,657,18.2,243,6.7,13,0.4,8,0.2
Brooklyn,Ethnicity,Asian,2008,4 year June,3342,2572,77.0,2546,76.2,99.0,1600,47.9,62.2,946,28.3,36.8,26,0.8,1,542,16.2,208,6.2,12,0.4,8,0.2
Brooklyn,Ethnicity,Asian,2007,4 year June,3083,2409,78.1,2305,74.8,95.7,1442,46.8,59.9,863,28,35.8,104,3.4,4.3,435,14.1,210,6.8,14,0.5,15,0.5
Brooklyn,Ethnicity,Asian,2006,4 year June,2949,2296,77.9,2176,73.8,94.8,1437,48.7,62.6,739,25.1,32.2,120,4.1,5.2,432,14.6,190,6.4,12,0.4,19,0.6
Brooklyn,Ethnicity,Asian,2005,4 year June,2954,2144,72.6,1957,66.2,91.3,1303,44.1,60.8,654,22.1,30.5,187,6.3,8.7,561,19,214,7.2,14,0.5,21,0.7
Brooklyn,Ethnicity,Asian,2004,4 year June,2888,2097,72.6,1901,65.8,90.7,1315,45.5,62.7,586,20.3,27.9,196,6.8,9.3,527,18.2,249,8.6,11,0.4,3,0.1
Brooklyn,Ethnicity,Asian,2003,4 year June,2688,1862,69.3,1665,61.9,89.4,1114,41.4,59.8,551,20.5,29.6,197,7.3,10.6,537,20,274,10.2,6,0.2,5,0.2
Brooklyn,Ethnicity,Asian,2002,4 year June,2676,1765,66.0,1557,58.2,88.2,1052,39.3,59.6,505,18.9,28.6,209,7.8,11.8,556,20.8,327,12.2,5,0.2,14,0.5
Brooklyn,Ethnicity,Asian,2001,4 year June,2418,1543,63.8,1305,54.0,84.6,930,38.5,60.3,375,15.5,24.3,239,9.9,15.5,554,22.9,303,12.5,16,0.7,1,0
Brooklyn,Ethnicity,Asian,2012,5 year August,3404,3005,88.3,2946,86.5,98.0,1748,51.4,58.2,1198,35.2,39.9,59,1.7,2,119,3.5,237,7,28,0.8,15,0.4
Brooklyn,Ethnicity,Asian,2011,5 year August,3512,3084,87.8,3039,86.5,98.5,1750,49.8,56.7,1289,36.7,41.8,45,1.3,1.5,150,4.3,231,6.6,32,0.9,15,0.4
Brooklyn,Ethnicity,Asian,2010,5 year August,3534,3042,86.1,2988,84.6,98.2,1726,48.8,56.7,1262,35.7,41.5,54,1.5,1.8,178,5,286,8.1,16,0.5,10,0.3
Brooklyn,Ethnicity,Asian,2009,5 year August,3600,3003,83.4,2964,82.3,98.7,1716,47.7,57.1,1248,34.7,41.6,39,1.1,1.3,201,5.6,363,10.1,17,0.5,14,0.4
Brooklyn,Ethnicity,Asian,2008,5 year August,3317,2824,85.1,2791,84.1,98.8,1631,49.2,57.8,1160,35,41.1,33,1,1.2,186,5.6,271,8.2,27,0.8,9,0.3
Brooklyn,Ethnicity,Asian,2007,5 year August,3065,2639,86.1,2474,80.7,93.7,1473,48.1,55.8,1001,32.7,37.9,165,5.4,6.3,101,3.3,279,9.1,25,0.8,19,0.6
Brooklyn,Ethnicity,Asian,2006,5 year August,2957,2528,85.5,2342,79.2,92.6,1472,49.8,58.2,870,29.4,34.4,186,6.3,7.4,113,3.8,269,9.1,26,0.9,21,0.7
Brooklyn,Ethnicity,Asian,2012,5 year June,3404,2980,87.5,2926,86.0,98.2,1748,51.4,58.7,1178,34.6,39.5,54,1.6,1.8,142,4.2,239,7,28,0.8,15,0.4
Brooklyn,Ethnicity,Asian,2011,5 year June,3512,3054,87.0,3010,85.7,98.6,1749,49.8,57.3,1261,35.9,41.3,44,1.3,1.4,180,5.1,231,6.6,32,0.9,15,0.4
Brooklyn,Ethnicity,Asian,2010,5 year June,3534,3013,85.3,2962,83.8,98.3,1725,48.8,57.3,1237,35,41.1,51,1.4,1.7,205,5.8,288,8.1,16,0.5,10,0.3
Brooklyn,Ethnicity,Asian,2009,5 year June,3600,2975,82.6,2936,81.6,98.7,1716,47.7,57.7,1220,33.9,41,39,1.1,1.3,229,6.4,363,10.1,17,0.5,14,0.4
Brooklyn,Ethnicity,Asian,2008,5 year June,3317,2791,84.1,2759,83.2,98.9,1626,49.0,58.3,1133,34.2,40.6,32,1,1.1,217,6.5,273,8.2,27,0.8,9,0.3
Brooklyn,Ethnicity,Asian,2007,5 year June,3065,2607,85.1,2456,80.1,94.2,1473,48.1,56.5,983,32.1,37.7,151,4.9,5.8,128,4.2,282,9.2,27,0.9,19,0.6
Brooklyn,Ethnicity,Asian,2006,5 year June,2957,2515,85.1,2335,79.0,92.8,1472,49.8,58.5,863,29.2,34.3,180,6.1,7.2,126,4.3,269,9.1,26,0.9,21,0.7
Brooklyn,Ethnicity,Asian,2005,5 year June,2962,2457,83.0,2168,73.2,88.2,1355,45.7,55.1,813,27.4,33.1,289,9.8,11.8,131,4.4,316,10.7,31,1,26,0.9
Brooklyn,Ethnicity,Asian,2004,5 year June,2899,2342,80.8,2056,70.9,87.8,1351,46.6,57.7,705,24.3,30.1,286,9.9,12.2,154,5.3,338,11.7,26,0.9,37,1.3
Brooklyn,Ethnicity,Asian,2003,5 year June,2688,2125,79.1,1827,68.0,86.0,1160,43.2,54.6,667,24.8,31.4,298,11.1,14,150,5.6,384,14.3,19,0.7,6,0.2
Brooklyn,Ethnicity,Asian,2002,5 year June,2676,2037,76.1,1693,63.3,83.1,1094,40.9,53.7,599,22.4,29.4,347,13,17,179,6.7,423,15.8,13,0.5,14,0.5
Brooklyn,Ethnicity,Asian,2001,5 year June,2418,1778,73.5,1426,59.0,80.2,967,40.0,54.4,459,19,25.8,353,14.6,19.9,169,7,438,18.1,29,1.2,1,0
Brooklyn,Ethnicity,Asian,2011,6 year June,3493,3105,88.9,3060,87.6,98.6,1751,50.1,56.4,1309,37.5,42.2,45,1.3,1.4,83,2.4,255,7.3,35,1,15,0.4
Brooklyn,Ethnicity,Asian,2010,6 year June,3523,3078,87.4,3021,85.8,98.1,1727,49.0,56.1,1294,36.7,42,57,1.6,1.9,102,2.9,313,8.9,17,0.5,11,0.3
Brooklyn,Ethnicity,Asian,2009,6 year June,3598,3049,84.7,3003,83.5,98.5,1717,47.7,56.3,1286,35.7,42.2,46,1.3,1.5,130,3.6,385,10.7,19,0.5,15,0.4
Brooklyn,Ethnicity,Asian,2008,6 year June,3321,2856,86.0,2820,84.9,98.7,1631,49.1,57.1,1189,35.8,41.6,36,1.1,1.3,111,3.3,302,9.1,44,1.3,8,0.2
Brooklyn,Ethnicity,Asian,2007,6 year June,3061,2665,87.1,2496,81.5,93.7,1474,48.2,55.3,1022,33.4,38.3,169,5.5,6.3,58,1.9,284,9.3,32,1,20,0.7
Brooklyn,Ethnicity,Asian,2006,6 year June,2946,2556,86.8,2357,80.0,92.2,1472,50.0,57.6,885,30,34.6,199,6.8,7.8,52,1.8,290,9.8,27,0.9,20,0.7
Brooklyn,Ethnicity,Asian,2005,6 year June,2953,2509,85.0,2205,74.7,87.9,1356,45.9,54,849,28.8,33.8,304,10.3,12.1,53,1.8,331,11.2,32,1.1,27,0.9
Brooklyn,Ethnicity,Asian,2004,6 year June,2893,2409,83.3,2090,72.2,86.8,1352,46.7,56.1,738,25.5,30.6,319,11,13.2,73,2.5,368,12.7,24,0.8,17,0.6
Brooklyn,Ethnicity,Asian,2003,6 year June,2680,2170,81.0,1851,69.1,85.3,1162,43.4,53.5,689,25.7,31.8,319,11.9,14.7,63,2.4,412,15.4,19,0.7,12,0.4
Brooklyn,Ethnicity,Asian,2002,6 year June,2676,2110,78.8,1721,64.3,81.6,1095,40.9,51.9,626,23.4,29.7,392,14.6,18.6,59,2.2,465,17.4,18,0.7,14,0.5
Brooklyn,Ethnicity,Asian,2001,6 year June,2418,1846,76.3,1453,60.1,78.7,971,40.2,52.6,482,19.9,26.1,395,16.3,21.4,55,2.3,481,19.9,32,1.3,1,0
Brooklyn,Ethnicity,Black,2013,4 year August,8189,5879,71.8,5286,64.6,89.9,624,7.6,10.6,4662,56.9,79.3,593,7.2,10.1,1596,19.5,586,7.2,56,0.7,64,0.8
Brooklyn,Ethnicity,Black,2012,4 year August,8825,6183,70.1,5597,63.4,90.5,563,6.4,9.1,5034,57,81.4,586,6.6,9.5,1847,20.9,645,7.3,70,0.8,68,0.8
Brooklyn,Ethnicity,Black,2011,4 year August,8857,5969,67.4,5534,62.5,92.7,613,6.9,10.3,4921,55.6,82.4,435,4.9,7.3,1982,22.4,734,8.3,93,1.1,72,0.8
Brooklyn,Ethnicity,Black,2010,4 year August,8955,5914,66.0,5415,60.5,91.6,626,7.0,10.6,4789,53.5,81,499,5.6,8.4,2122,23.7,743,8.3,100,1.1,65,0.7
Brooklyn,Ethnicity,Black,2009,4 year August,9801,6211,63.4,5777,58.9,93.0,624,6.4,10,5153,52.6,83,434,4.4,7,2367,24.2,955,9.7,170,1.7,87,0.9
Brooklyn,Ethnicity,Black,2008,4 year August,10322,6394,61.9,5991,58.0,93.7,672,6.5,10.5,5319,51.5,83.2,403,3.9,6.3,2409,23.3,1203,11.7,209,2,93,0.9
Brooklyn,Ethnicity,Black,2007,4 year August,10716,6478,60.5,5229,48.8,80.7,744,6.9,11.5,4485,41.9,69.2,1249,11.7,19.3,2497,23.3,1340,12.5,178,1.7,203,1.9
Brooklyn,Ethnicity,Black,2006,4 year August,10886,6587,60.5,4672,42.9,70.9,876,8.0,13.3,3796,34.9,57.6,1915,17.6,29.1,2514,23.1,1312,12.1,210,1.9,258,2.4
Brooklyn,Ethnicity,Black,2005,4 year August,11098,6338,57.1,4202,37.9,66.3,879,7.9,13.9,3323,29.9,52.4,2136,19.2,33.7,3032,27.3,1214,10.9,258,2.3,256,2.3
Brooklyn,Ethnicity,Black,2013,4 year June,8189,5545,67.7,5031,61.4,90.7,619,7.6,11.2,4412,53.9,79.6,514,6.3,9.3,1930,23.6,586,7.2,56,0.7,64,0.8
Brooklyn,Ethnicity,Black,2012,4 year June,8825,5822,66.0,5317,60.2,91.3,563,6.4,9.7,4754,53.9,81.7,505,5.7,8.7,2206,25,645,7.3,71,0.8,68,0.8
Brooklyn,Ethnicity,Black,2011,4 year June,8857,5584,63.0,5224,59.0,93.6,608,6.9,10.9,4616,52.1,82.7,360,4.1,6.4,2366,26.7,734,8.3,94,1.1,72,0.8
Brooklyn,Ethnicity,Black,2010,4 year June,8955,5413,60.4,4993,55.8,92.2,620,6.9,11.5,4373,48.8,80.8,420,4.7,7.8,2620,29.3,743,8.3,102,1.1,65,0.7
Brooklyn,Ethnicity,Black,2009,4 year June,9801,5648,57.6,5292,54.0,93.7,623,6.4,11,4669,47.6,82.7,356,3.6,6.3,2917,29.8,957,9.8,181,1.8,87,0.9
Brooklyn,Ethnicity,Black,2008,4 year June,10322,5851,56.7,5526,53.5,94.4,666,6.5,11.4,4860,47.1,83.1,325,3.1,5.6,2935,28.4,1210,11.7,219,2.1,93,0.9
Brooklyn,Ethnicity,Black,2007,4 year June,10716,5915,55.2,4937,46.1,83.5,737,6.9,12.5,4200,39.2,71,978,9.1,16.5,3036,28.3,1361,12.7,188,1.8,195,1.8
Brooklyn,Ethnicity,Black,2006,4 year June,10886,6024,55.3,4424,40.6,73.4,870,8.0,14.4,3554,32.6,59,1600,14.7,26.6,3069,28.2,1320,12.1,210,1.9,258,2.4
Brooklyn,Ethnicity,Black,2005,4 year June,11098,5886,53.0,4033,36.3,68.5,868,7.8,14.7,3165,28.5,53.8,1853,16.7,31.5,3484,31.4,1214,10.9,258,2.3,256,2.3
Brooklyn,Ethnicity,Black,2004,4 year June,11070,5733,51.8,3641,32.9,63.5,927,8.4,16.2,2714,24.5,47.3,2092,18.9,36.5,3631,32.8,1320,11.9,307,2.8,79,0.7
Brooklyn,Ethnicity,Black,2003,4 year June,10350,4958,47.9,2942,28.4,59.3,730,7.1,14.7,2212,21.4,44.6,2016,19.5,40.7,3668,35.4,1410,13.6,191,1.8,112,1.1
Brooklyn,Ethnicity,Black,2002,4 year June,9789,4435,45.3,2591,26.5,58.4,586,6.0,13.2,2005,20.5,45.2,1852,18.9,41.8,3438,35.1,1428,14.6,196,2,232,2.4
Brooklyn,Ethnicity,Black,2001,4 year June,9382,4232,45.1,2137,22.8,50.5,546,5.8,12.9,1591,17,37.6,2099,22.4,49.6,3284,35,1543,16.4,280,3,41,0.4
Brooklyn,Ethnicity,Black,2012,5 year August,8786,6763,77.0,5993,68.2,88.6,565,6.4,8.4,5428,61.8,80.3,770,8.8,11.4,794,9,969,11,171,1.9,75,0.9
Brooklyn,Ethnicity,Black,2011,5 year August,8824,6609,74.9,6026,68.3,91.2,615,7.0,9.3,5411,61.3,81.9,583,6.6,8.8,852,9.7,1096,12.4,175,2,81,0.9
Brooklyn,Ethnicity,Black,2010,5 year August,8870,6550,73.8,5904,66.6,90.1,626,7.1,9.6,5278,59.5,80.6,646,7.3,9.9,930,10.5,1137,12.8,161,1.8,77,0.9
Brooklyn,Ethnicity,Black,2009,5 year August,9730,6881,70.7,6315,64.9,91.8,625,6.4,9.1,5690,58.5,82.7,566,5.8,8.2,1182,12.1,1343,13.8,194,2,115,1.2
Brooklyn,Ethnicity,Black,2008,5 year August,10224,7064,69.1,6536,63.9,92.5,673,6.6,9.5,5863,57.3,83,528,5.2,7.5,1122,11,1571,15.4,340,3.3,109,1.1
Brooklyn,Ethnicity,Black,2007,5 year August,10585,7190,67.9,5539,52.3,77.0,745,7.0,10.4,4794,45.3,66.7,1651,15.6,23,764,7.2,2088,19.7,333,3.1,193,1.8
Brooklyn,Ethnicity,Black,2006,5 year August,10980,7373,67.1,4931,44.9,66.9,879,8.0,11.9,4052,36.9,55,2442,22.2,33.1,965,8.8,2048,18.7,344,3.1,238,2.2
Brooklyn,Ethnicity,Black,2012,5 year June,8786,6663,75.8,5932,67.5,89.0,565,6.4,8.5,5367,61.1,80.5,731,8.3,11,891,10.1,971,11.1,171,1.9,75,0.9
Brooklyn,Ethnicity,Black,2011,5 year June,8824,6525,73.9,5965,67.6,91.4,615,7.0,9.4,5350,60.6,82,560,6.3,8.6,930,10.5,1099,12.5,175,2,81,0.9
Brooklyn,Ethnicity,Black,2010,5 year June,8870,6464,72.9,5843,65.9,90.4,626,7.1,9.7,5217,58.8,80.7,621,7,9.6,1011,11.4,1142,12.9,161,1.8,77,0.9
Brooklyn,Ethnicity,Black,2009,5 year June,9730,6748,69.4,6213,63.9,92.1,624,6.4,9.2,5589,57.4,82.8,535,5.5,7.9,1302,13.4,1350,13.9,199,2,115,1.2
Brooklyn,Ethnicity,Black,2008,5 year June,10224,6910,67.6,6406,62.7,92.7,673,6.6,9.7,5733,56.1,83,504,4.9,7.3,1254,12.3,1586,15.5,345,3.4,109,1.1
Brooklyn,Ethnicity,Black,2007,5 year June,10585,7086,66.9,5502,52.0,77.6,745,7.0,10.5,4757,44.9,67.1,1584,15,22.4,843,8,2112,20,334,3.2,193,1.8
Brooklyn,Ethnicity,Black,2006,5 year June,10980,7230,65.8,4896,44.6,67.7,879,8.0,12.2,4017,36.6,55.6,2334,21.3,32.3,1080,9.8,2083,19,344,3.1,232,2.1
Brooklyn,Ethnicity,Black,2005,5 year June,11109,7032,63.3,4423,39.8,62.9,888,8.0,12.6,3535,31.8,50.3,2609,23.5,37.1,1167,10.5,2197,19.8,394,3.5,307,2.8
Brooklyn,Ethnicity,Black,2004,5 year June,11154,6877,61.7,3949,35.4,57.4,936,8.4,13.6,3013,27,43.8,2928,26.3,42.6,1448,13,1964,17.6,423,3.8,441,4
Brooklyn,Ethnicity,Black,2003,5 year June,10350,6074,58.7,3229,31.2,53.2,739,7.1,12.2,2490,24.1,41,2845,27.5,46.8,1530,14.8,2208,21.3,361,3.5,166,1.6
Brooklyn,Ethnicity,Black,2002,5 year June,9789,5433,55.5,2804,28.6,51.6,602,6.1,11.1,2202,22.5,40.5,2671,27.3,49.2,1591,16.3,2124,21.7,347,3.5,233,2.4
Brooklyn,Ethnicity,Black,2001,5 year June,9382,5234,55.8,2310,24.6,44.1,562,6.0,10.7,1748,18.6,33.4,2933,31.3,56,1230,13.1,2441,26,415,4.4,41,0.4
Brooklyn,Ethnicity,Black,2011,6 year June,8808,6838,77.6,6174,70.1,90.3,615,7.0,9,5559,63.1,81.3,664,7.5,9.7,485,5.5,1195,13.6,185,2.1,93,1.1
Brooklyn,Ethnicity,Black,2010,6 year June,8829,6753,76.5,6029,68.3,89.3,626,7.1,9.3,5403,61.2,80,724,8.2,10.7,553,6.3,1262,14.3,175,2,72,0.8
Brooklyn,Ethnicity,Black,2009,6 year June,9719,7200,74.1,6548,67.4,90.9,625,6.4,8.7,5923,60.9,82.3,652,6.7,9.1,675,6.9,1511,15.5,202,2.1,112,1.2
Brooklyn,Ethnicity,Black,2008,6 year June,10184,7312,71.8,6717,66.0,91.9,673,6.6,9.2,6044,59.3,82.7,595,5.8,8.1,648,6.4,1653,16.2,438,4.3,112,1.1
Brooklyn,Ethnicity,Black,2007,6 year June,10506,7414,70.6,5618,53.5,75.8,745,7.1,10,4873,46.4,65.7,1796,17.1,24.2,418,4,2144,20.4,352,3.4,168,1.6
Brooklyn,Ethnicity,Black,2006,6 year June,10793,7640,70.8,5004,46.4,65.5,879,8.1,11.5,4125,38.2,54,2636,24.4,34.5,412,3.8,2119,19.6,374,3.5,237,2.2
Brooklyn,Ethnicity,Black,2005,6 year June,11073,7453,67.3,4514,40.8,60.6,888,8.0,11.9,3626,32.7,48.7,2939,26.5,39.4,567,5.1,2344,21.2,426,3.8,268,2.4
Brooklyn,Ethnicity,Black,2004,6 year June,11130,7322,65.8,4043,36.3,55.2,936,8.4,12.8,3107,27.9,42.4,3279,29.5,44.8,761,6.8,2348,21.1,435,3.9,252,2.3
Brooklyn,Ethnicity,Black,2003,6 year June,10355,6461,62.4,3304,31.9,51.1,739,7.1,11.4,2565,24.8,39.7,3157,30.5,48.9,694,6.7,2497,24.1,382,3.7,310,3
Brooklyn,Ethnicity,Black,2002,6 year June,9789,5828,59.5,2853,29.1,49.0,602,6.1,10.3,2251,23,38.6,3017,30.8,51.8,756,7.7,2496,25.5,399,4.1,249,2.5
Brooklyn,Ethnicity,Black,2001,6 year June,9382,5514,58.8,2349,25.0,42.6,563,6.0,10.2,1786,19,32.4,3187,34,57.8,542,5.8,2806,29.9,458,4.9,41,0.4
Brooklyn,Ethnicity,Hispanic,2013,4 year August,5190,3483,67.1,3050,58.8,87.6,559,10.8,16,2491,48,71.5,433,8.3,12.4,1048,20.2,579,11.2,31,0.6,45,0.9
Brooklyn,Ethnicity,Hispanic,2012,4 year August,5174,3407,65.8,3077,59.5,90.3,471,9.1,13.8,2606,50.4,76.5,330,6.4,9.7,1089,21,587,11.3,39,0.8,45,0.9
Brooklyn,Ethnicity,Hispanic,2011,4 year August,5228,3304,63.2,3028,57.9,91.6,443,8.5,13.4,2585,49.4,78.2,276,5.3,8.4,1173,22.4,651,12.5,51,1,44,0.8
Brooklyn,Ethnicity,Hispanic,2010,4 year August,5269,3143,59.7,2870,54.5,91.3,412,7.8,13.1,2458,46.7,78.2,273,5.2,8.7,1372,26,668,12.7,50,0.9,31,0.6
Brooklyn,Ethnicity,Hispanic,2009,4 year August,5331,3066,57.5,2840,53.3,92.6,437,8.2,14.3,2403,45.1,78.4,226,4.2,7.4,1399,26.2,750,14.1,59,1.1,51,1
Brooklyn,Ethnicity,Hispanic,2008,4 year August,5392,3033,56.3,2836,52.6,93.5,436,8.1,14.4,2400,44.5,79.1,197,3.7,6.5,1451,26.9,790,14.7,71,1.3,38,0.7
Brooklyn,Ethnicity,Hispanic,2007,4 year August,5665,3206,56.6,2574,45.4,80.3,412,7.3,12.9,2162,38.2,67.4,632,11.2,19.7,1391,24.6,947,16.7,56,1,60,1.1
Brooklyn,Ethnicity,Hispanic,2006,4 year August,5327,2845,53.4,2070,38.9,72.8,465,8.7,16.3,1605,30.1,56.4,775,14.5,27.2,1375,25.8,899,16.9,98,1.8,108,2
Brooklyn,Ethnicity,Hispanic,2005,4 year August,5244,2751,52.5,1797,34.3,65.3,507,9.7,18.4,1290,24.6,46.9,954,18.2,34.7,1468,28,821,15.7,92,1.8,112,2.1
Brooklyn,Ethnicity,Hispanic,2013,4 year June,5190,3281,63.2,2913,56.1,88.8,554,10.7,16.9,2359,45.5,71.9,368,7.1,11.2,1249,24.1,579,11.2,32,0.6,45,0.9
Brooklyn,Ethnicity,Hispanic,2012,4 year June,5174,3223,62.3,2944,56.9,91.3,469,9.1,14.6,2475,47.8,76.8,279,5.4,8.7,1272,24.6,587,11.3,40,0.8,45,0.9
Brooklyn,Ethnicity,Hispanic,2011,4 year June,5228,3096,59.2,2872,54.9,92.8,438,8.4,14.1,2434,46.6,78.6,224,4.3,7.2,1378,26.4,652,12.5,51,1,44,0.8
Brooklyn,Ethnicity,Hispanic,2010,4 year June,5269,2879,54.6,2644,50.2,91.8,406,7.7,14.1,2238,42.5,77.7,235,4.5,8.2,1635,31,668,12.7,51,1,31,0.6
Brooklyn,Ethnicity,Hispanic,2009,4 year June,5331,2799,52.5,2605,48.9,93.1,432,8.1,15.4,2173,40.8,77.6,194,3.6,6.9,1663,31.2,750,14.1,62,1.2,51,1
Brooklyn,Ethnicity,Hispanic,2008,4 year June,5392,2760,51.2,2596,48.1,94.1,430,8.0,15.6,2166,40.2,78.5,164,3,5.9,1716,31.8,791,14.7,78,1.4,38,0.7
Brooklyn,Ethnicity,Hispanic,2007,4 year June,5665,2955,52.2,2426,42.8,82.1,409,7.2,13.8,2017,35.6,68.3,529,9.3,17.9,1628,28.7,959,16.9,60,1.1,59,1
Brooklyn,Ethnicity,Hispanic,2006,4 year June,5327,2634,49.4,1976,37.1,75.0,461,8.7,17.5,1515,28.4,57.5,658,12.4,25,1582,29.7,903,17,98,1.8,108,2
Brooklyn,Ethnicity,Hispanic,2005,4 year June,5244,2529,48.2,1706,32.5,67.5,499,9.5,19.7,1207,23,47.7,823,15.7,32.5,1690,32.2,821,15.7,92,1.8,112,2.1
Brooklyn,Ethnicity,Hispanic,2004,4 year June,5170,2332,45.1,1485,28.7,63.7,480,9.3,20.6,1005,19.4,43.1,847,16.4,36.3,1716,33.2,973,18.8,121,2.3,27,0.5
Brooklyn,Ethnicity,Hispanic,2003,4 year June,4876,2055,42.1,1216,24.9,59.2,422,8.7,20.5,794,16.3,38.6,839,17.2,40.8,1700,34.9,993,20.4,78,1.6,45,0.9
Brooklyn,Ethnicity,Hispanic,2002,4 year June,4662,1803,38.7,937,20.1,52.0,236,5.1,13.1,701,15,38.9,867,18.6,48.1,1649,35.4,1052,22.6,95,2,54,1.2
Brooklyn,Ethnicity,Hispanic,2001,4 year June,4393,1619,36.9,815,18.6,50.3,278,6.3,17.2,537,12.2,33.2,806,18.3,49.8,1563,35.6,1045,23.8,148,3.4,17,0.4
Brooklyn,Ethnicity,Hispanic,2012,5 year August,5154,3686,71.5,3268,63.4,88.7,471,9.1,12.8,2797,54.3,75.9,418,8.1,11.3,511,9.9,822,15.9,83,1.6,48,0.9
Brooklyn,Ethnicity,Hispanic,2011,5 year August,5199,3607,69.4,3246,62.4,90.0,442,8.5,12.3,2804,53.9,77.7,361,6.9,10,529,10.2,908,17.5,92,1.8,60,1.2
Brooklyn,Ethnicity,Hispanic,2010,5 year August,5239,3510,67.0,3147,60.1,89.7,412,7.9,11.7,2735,52.2,77.9,363,6.9,10.3,624,11.9,968,18.5,92,1.8,40,0.8
Brooklyn,Ethnicity,Hispanic,2009,5 year August,5289,3478,65.8,3165,59.8,91.0,438,8.3,12.6,2727,51.6,78.4,313,5.9,9,645,12.2,1045,19.8,63,1.2,53,1
